Order ID,Order Date,Order Status,Customer ID,Customer Type,Subtotal,Shipping Cost,Tax Amount,Total Amount,Number of Items,Product Category,State,Traffic Source,Device Type,Shipping Method,Days to Ship
ORD_000115,2024-11-14 12:18:41.685384,completed,CUST_0043,returning_customer,152.94,0.0,8.79,161.73,2,Shoes,Ohio,direct,mobile,express,1
ORD_000602,2024-11-15 02:20:35.685384,completed,CUST_0056,returning_customer,28.08,5.99,1.76,35.83,1,Tops,Texas,google,desktop,standard,4
ORD_000241,2024-11-16 00:37:28.685384,completed,CUST_0083,returning_customer,202.66,0.0,12.16,214.82,4,Bottoms,Kentucky,facebook,desktop,standard,2
ORD_000073,2024-11-16 01:03:24.685384,cancelled,CUST_0026,returning_customer,74.41,12.99,4.46,91.86,1,Shoes,South Carolina,google,desktop,express,1
ORD_000400,2024-11-16 10:39:27.685384,completed,CUST_0133,new_customer,47.4,5.99,2.37,55.76,2,Accessories,Wisconsin,facebook,mobile,standard,3
ORD_000294,2024-11-16 14:13:43.685384,completed,CUST_0056,returning_customer,111.44,0.0,6.96,118.4,4,Tops,Texas,google,mobile,standard,2
ORD_000922,2024-11-17 02:17:23.685384,completed,CUST_0158,returning_customer,153.09,0.0,9.19,162.28,4,Bottoms,Kentucky,google,desktop,express,2
ORD_000013,2024-11-17 15:30:02.685384,completed,CUST_0008,new_customer,164.46,0.0,14.39,178.85,2,Shoes,California,direct,mobile,standard,4
ORD_000882,2024-11-17 16:30:07.685384,completed,CUST_0061,returning_customer,590.26,0.0,39.13,629.39,7,Shoes,New Jersey,google,mobile,express,1
ORD_000531,2024-11-17 19:54:02.685384,completed,CUST_0013,returning_customer,77.02,0.0,6.16,83.18,3,Tops,New York,google,mobile,standard,3
ORD_000556,2024-11-18 05:59:34.685384,completed,CUST_0177,new_customer,53.31,5.99,4.26,63.56,1,Bottoms,New York,facebook,mobile,standard,5
ORD_000689,2024-11-18 17:44:14.685384,completed,CUST_0210,new_customer,158.96,0.0,11.13,170.09,2,Shoes,Tennessee,facebook,desktop,standard,4
ORD_000832,2024-11-18 18:30:02.685384,completed,CUST_0065,returning_customer,85.29,0.0,5.33,90.62,2,Tops,Texas,direct,mobile,standard,3
ORD_000008,2024-11-19 02:04:05.685384,completed,CUST_0003,returning_customer,84.11,0.0,5.05,89.16,2,Tops,Florida,google,mobile,standard,4
ORD_000542,2024-11-19 03:18:18.685384,completed,CUST_0125,returning_customer,38.75,12.99,2.32,54.06,1,Tops,Florida,google,mobile,express,1
ORD_000693,2024-11-19 19:01:02.685384,completed,CUST_0193,returning_customer,289.15,0.0,16.19,305.34,4,Shoes,Arizona,email,desktop,overnight,1
ORD_000783,2024-11-20 02:30:56.685384,completed,CUST_0067,returning_customer,105.35,0.0,5.58,110.93,4,Accessories,Virginia,instagram,desktop,standard,2
ORD_000159,2024-11-20 04:09:56.685384,completed,CUST_0064,returning_customer,42.1,5.99,1.89,49.98,1,Bottoms,Louisiana,direct,desktop,standard,5
ORD_000258,2024-11-20 04:37:12.685384,completed,CUST_0098,new_customer,149.5,0.0,13.08,162.58,2,Shoes,California,google,mobile,express,1
ORD_000201,2024-11-20 12:37:00.685384,completed,CUST_0080,new_customer,58.24,12.99,5.1,76.33,1,Shoes,California,facebook,tablet,express,1
ORD_000029,2024-11-20 15:21:49.685384,completed,CUST_0014,returning_customer,59.93,5.99,4.79,70.71,1,Bottoms,New York,email,desktop,standard,4
ORD_000295,2024-11-20 18:26:34.685384,completed,CUST_0096,returning_customer,25.61,5.99,1.7,33.3,1,Bottoms,New Jersey,google,mobile,standard,2
ORD_000263,2024-11-21 03:39:15.685384,completed,CUST_0031,returning_customer,55.74,5.99,4.88,66.61,3,Accessories,California,google,tablet,standard,4
ORD_000718,2024-11-21 05:27:46.685384,completed,CUST_0110,returning_customer,61.73,5.99,3.27,70.99,2,Tops,Virginia,google,tablet,standard,2
ORD_000733,2024-11-21 12:57:01.685384,completed,CUST_0214,returning_customer,28.75,5.99,2.3,37.04,1,Tops,New York,direct,mobile,standard,3
ORD_000192,2024-11-21 17:24:30.685384,completed,CUST_0077,new_customer,63.39,5.99,5.07,74.45,3,Accessories,New York,email,mobile,standard,4
ORD_000366,2024-11-22 09:53:42.685384,cancelled,CUST_0029,returning_customer,81.33,0.0,7.12,88.45,2,Accessories,California,facebook,tablet,standard,5
ORD_000222,2024-11-22 10:03:18.685384,completed,CUST_0086,new_customer,74.5,5.99,6.52,87.01,1,Shoes,California,google,mobile,standard,3
ORD_000596,2024-11-22 17:25:35.685384,completed,CUST_0130,returning_customer,75.46,0.0,6.6,82.06,2,Tops,California,google,mobile,standard,3
ORD_000298,2024-11-23 17:46:39.685384,completed,CUST_0098,returning_customer,389.79,0.0,34.11,423.9,6,Shoes,California,google,mobile,standard,2
ORD_000935,2024-11-23 23:32:51.685384,completed,CUST_0155,returning_customer,85.81,0.0,4.55,90.36,1,Shoes,Virginia,google,mobile,standard,2
ORD_000219,2024-11-24 09:27:29.685384,completed,CUST_0072,returning_customer,166.36,0.0,6.65,173.01,2,Shoes,Georgia,facebook,tablet,standard,4
ORD_000456,2024-11-24 15:36:09.685384,completed,CUST_0131,returning_customer,35.21,5.99,1.87,43.07,2,Accessories,Virginia,direct,tablet,standard,2
ORD_000367,2024-11-24 18:34:25.685384,completed,CUST_0071,returning_customer,189.86,0.0,11.87,201.73,4,Bottoms,Massachusetts,facebook,mobile,standard,2
ORD_000178,2024-11-25 05:54:35.685384,completed,CUST_0032,returning_customer,438.99,0.0,17.56,456.55,6,Shoes,Alabama,instagram,desktop,standard,4
ORD_000933,2024-11-25 09:38:07.685384,completed,CUST_0085,returning_customer,125.85,0.0,7.55,133.4,3,Tops,Pennsylvania,google,mobile,standard,2
ORD_000565,2024-11-25 10:37:50.685384,completed,CUST_0181,new_customer,105.67,0.0,8.45,114.12,4,Accessories,New York,email,mobile,standard,5
ORD_000419,2024-11-25 11:22:15.685384,completed,CUST_0098,returning_customer,134.62,0.0,11.78,146.4,2,Shoes,California,google,mobile,standard,2
ORD_000378,2024-11-25 13:24:28.685384,completed,CUST_0130,new_customer,151.78,0.0,13.28,165.06,4,Bottoms,California,google,mobile,express,2
ORD_000557,2024-11-26 14:55:59.685384,completed,CUST_0177,returning_customer,72.47,24.99,5.8,103.26,2,Bottoms,New York,google,mobile,overnight,1
ORD_000918,2024-11-26 20:06:30.685384,completed,CUST_0195,returning_customer,32.95,12.99,2.06,48.0,1,Tops,Texas,direct,desktop,express,1
ORD_000081,2024-11-26 22:01:40.685384,completed,CUST_0012,returning_customer,74.04,5.99,4.91,84.94,2,Accessories,New Jersey,facebook,desktop,standard,4
ORD_000381,2024-11-26 23:15:02.685384,completed,CUST_0064,returning_customer,258.18,0.0,11.62,269.8,5,Bottoms,Louisiana,email,desktop,standard,2
ORD_000015,2024-11-27 00:55:07.685384,completed,CUST_0009,new_customer,163.05,0.0,7.34,170.39,4,Bottoms,Louisiana,direct,desktop,express,2
ORD_000630,2024-11-27 08:21:35.685384,completed,CUST_0193,new_customer,134.99,0.0,7.56,142.55,2,Shoes,Arizona,email,desktop,express,1
ORD_000425,2024-11-27 12:49:02.685384,completed,CUST_0139,new_customer,139.05,0.0,5.56,144.61,2,Shoes,Alabama,direct,tablet,standard,3
ORD_000859,2024-11-27 20:24:19.685384,completed,CUST_0248,new_customer,23.84,24.99,2.09,50.92,1,Tops,California,email,desktop,overnight,1
ORD_000772,2024-11-28 06:54:39.685384,completed,CUST_0057,returning_customer,86.26,0.0,5.39,91.65,2,Tops,Texas,facebook,mobile,express,1
ORD_000999,2024-11-28 08:04:59.685384,completed,CUST_0031,returning_customer,44.01,5.99,3.85,53.85,1,Bottoms,California,facebook,desktop,standard,3
ORD_000513,2024-11-28 09:45:54.685384,completed,CUST_0046,returning_customer,45.0,5.99,2.81,53.8,3,Accessories,Illinois,direct,mobile,standard,5
ORD_000947,2024-11-28 15:32:44.685384,completed,CUST_0260,new_customer,60.73,5.99,3.49,70.21,2,Accessories,Ohio,facebook,mobile,standard,2
ORD_000491,2024-11-28 19:34:28.685384,completed,CUST_0110,returning_customer,28.6,5.99,1.52,36.11,1,Tops,Virginia,direct,tablet,standard,5
ORD_000323,2024-11-28 20:40:25.685384,completed,CUST_0054,returning_customer,144.84,0.0,8.69,153.53,3,Bottoms,Pennsylvania,email,desktop,standard,2
ORD_000972,2024-11-29 01:56:19.685384,completed,CUST_0096,returning_customer,139.54,0.0,9.25,148.79,3,Bottoms,New Jersey,facebook,mobile,standard,3
ORD_000847,2024-11-29 07:41:01.685384,completed,CUST_0135,returning_customer,91.92,0.0,5.74,97.66,2,Tops,Illinois,google,mobile,standard,2
ORD_000252,2024-11-30 03:07:18.685384,completed,CUST_0044,returning_customer,73.5,24.99,4.41,102.9,3,Accessories,Michigan,facebook,mobile,overnight,1
ORD_000681,2024-11-30 04:24:32.685384,completed,CUST_0202,returning_customer,220.1,0.0,10.45,230.55,4,Bottoms,North Carolina,direct,mobile,standard,5
ORD_000454,2024-11-30 14:31:05.685384,cancelled,CUST_0030,returning_customer,56.59,5.99,2.26,64.84,1,Bottoms,Georgia,google,mobile,standard,2
ORD_000046,2024-12-01 07:07:56.685384,completed,CUST_0022,new_customer,59.32,5.99,3.56,68.87,3,Accessories,Florida,direct,tablet,standard,2
ORD_000990,2024-12-01 13:57:18.685384,completed,CUST_0124,returning_customer,195.07,0.0,15.61,210.68,5,Tops,New York,facebook,mobile,standard,3
ORD_000948,2024-12-01 21:04:00.685384,completed,CUST_0229,returning_customer,149.49,0.0,13.08,162.57,3,Bottoms,California,email,mobile,standard,2
ORD_000725,2024-12-02 02:29:15.685384,completed,CUST_0198,returning_customer,37.05,5.99,2.96,46.0,1,Bottoms,New York,facebook,desktop,standard,3
ORD_000884,2024-12-02 05:44:00.685384,completed,CUST_0023,returning_customer,78.28,0.0,4.7,82.98,3,Accessories,Kentucky,direct,mobile,standard,3
ORD_000863,2024-12-02 06:04:11.685384,completed,CUST_0193,returning_customer,205.68,0.0,11.52,217.2,3,Shoes,Arizona,email,desktop,standard,5
ORD_000332,2024-12-02 15:35:11.685384,completed,CUST_0044,returning_customer,126.44,0.0,7.59,134.03,5,Accessories,Pennsylvania,google,mobile,standard,4
ORD_000864,2024-12-02 19:29:20.685384,completed,CUST_0249,new_customer,250.84,0.0,15.05,265.89,3,Shoes,Florida,facebook,mobile,standard,2
ORD_000348,2024-12-02 21:26:48.685384,completed,CUST_0123,returning_customer,73.65,5.99,6.44,86.08,1,Shoes,California,direct,desktop,standard,3
ORD_000019,2024-12-03 07:41:39.685384,completed,CUST_0011,returning_customer,15.0,5.99,1.2,22.19,1,Accessories,New York,direct,mobile,standard,3
ORD_000430,2024-12-03 08:15:15.685384,completed,CUST_0098,returning_customer,188.91,0.0,16.53,205.44,4,Shoes,California,facebook,mobile,standard,2
ORD_000184,2024-12-03 09:18:52.685384,completed,CUST_0075,new_customer,41.08,24.99,3.59,69.66,1,Tops,California,google,mobile,overnight,1
ORD_000395,2024-12-03 17:00:59.685384,completed,CUST_0083,returning_customer,109.76,0.0,6.59,116.35,2,Bottoms,Kentucky,facebook,desktop,express,1
ORD_000726,2024-12-03 18:26:36.685384,completed,CUST_0003,returning_customer,36.87,5.99,2.3,45.16,1,Bottoms,Texas,direct,desktop,standard,2
ORD_000478,2024-12-04 03:07:06.685384,completed,CUST_0156,new_customer,82.87,0.0,5.7,88.57,3,Accessories,Minnesota,facebook,mobile,standard,4
ORD_000217,2024-12-04 12:34:20.685384,completed,CUST_0013,returning_customer,131.15,0.0,10.49,141.64,3,Tops,New York,google,mobile,standard,4
ORD_000087,2024-12-04 21:10:20.685384,completed,CUST_0038,new_customer,68.37,12.99,4.27,85.63,2,Tops,Illinois,facebook,mobile,express,1
ORD_000785,2024-12-05 05:55:53.685384,completed,CUST_0047,returning_customer,131.12,0.0,8.69,139.81,3,Bottoms,New Jersey,email,mobile,standard,5
ORD_000516,2024-12-05 09:01:41.685384,completed,CUST_0168,new_customer,59.33,5.99,3.56,68.88,3,Accessories,Kentucky,facebook,mobile,standard,2
ORD_000333,2024-12-05 13:20:11.685384,completed,CUST_0006,returning_customer,45.0,5.99,3.6,54.59,3,Accessories,New York,direct,desktop,standard,4
ORD_000532,2024-12-06 17:20:47.685384,completed,CUST_0143,returning_customer,150.29,0.0,6.76,157.05,2,Shoes,Oklahoma,google,mobile,standard,2
ORD_000705,2024-12-06 17:51:59.685384,completed,CUST_0005,returning_customer,89.03,0.0,7.12,96.15,2,Bottoms,New York,google,mobile,standard,3
ORD_000960,2024-12-07 06:24:33.685384,completed,CUST_0263,new_customer,78.05,0.0,6.24,84.29,2,Tops,New York,email,desktop,standard,2
ORD_000734,2024-12-07 06:51:40.685384,completed,CUST_0223,returning_customer,53.6,12.99,4.29,70.88,2,Tops,New York,facebook,desktop,express,1
ORD_000038,2024-12-07 18:12:41.685384,completed,CUST_0018,new_customer,141.64,0.0,11.33,152.97,4,Tops,New York,email,mobile,express,1
ORD_000768,2024-12-07 18:54:27.685384,completed,CUST_0144,returning_customer,15.0,12.99,0.9,28.89,1,Accessories,Florida,google,mobile,express,1
ORD_000600,2024-12-08 17:01:17.685384,completed,CUST_0175,returning_customer,104.15,0.0,5.99,110.14,4,Bottoms,Ohio,google,mobile,standard,2
ORD_000890,2024-12-09 09:16:55.685384,completed,CUST_0191,returning_customer,217.57,0.0,13.05,230.62,3,Shoes,Pennsylvania,facebook,mobile,standard,2
ORD_000649,2024-12-09 09:35:05.685384,completed,CUST_0017,returning_customer,38.49,5.99,1.73,46.21,1,Tops,Oklahoma,direct,tablet,standard,3
ORD_000791,2024-12-09 14:01:39.685384,completed,CUST_0233,new_customer,132.34,0.0,7.61,139.95,3,Bottoms,Ohio,direct,mobile,overnight,1
ORD_000216,2024-12-10 09:09:35.685384,completed,CUST_0085,new_customer,33.54,5.99,2.01,41.54,2,Accessories,Pennsylvania,facebook,desktop,standard,2
ORD_000097,2024-12-10 18:59:12.685384,completed,CUST_0035,returning_customer,301.62,0.0,18.85,320.47,7,Bottoms,Texas,direct,mobile,overnight,1
ORD_000692,2024-12-11 04:53:52.685384,completed,CUST_0104,returning_customer,31.11,12.99,1.48,45.58,1,Accessories,North Carolina,email,desktop,express,1
ORD_000390,2024-12-11 10:16:20.685384,completed,CUST_0035,returning_customer,79.38,0.0,4.96,84.34,2,Bottoms,Texas,direct,desktop,overnight,1
ORD_000236,2024-12-11 21:19:39.685384,completed,CUST_0090,new_customer,77.61,0.0,6.21,83.82,3,Accessories,New York,instagram,desktop,standard,3
ORD_000199,2024-12-12 10:40:56.685384,completed,CUST_0020,returning_customer,88.38,0.0,5.3,93.68,2,Tops,Florida,facebook,desktop,standard,5
ORD_000978,2024-12-13 04:17:32.685384,completed,CUST_0151,returning_customer,179.29,0.0,11.21,190.5,4,Bottoms,Massachusetts,google,desktop,standard,2
ORD_000428,2024-12-13 05:05:45.685384,completed,CUST_0020,returning_customer,118.7,0.0,7.12,125.82,4,Accessories,Florida,direct,desktop,standard,4
ORD_000182,2024-12-14 10:59:01.685384,completed,CUST_0059,returning_customer,89.77,0.0,7.18,96.95,2,Bottoms,New York,email,desktop,standard,2
ORD_000464,2024-12-14 18:52:00.685384,completed,CUST_0150,new_customer,97.96,0.0,6.22,104.18,2,Bottoms,Connecticut,google,mobile,standard,5
ORD_000849,2024-12-15 12:45:54.685384,completed,CUST_0043,returning_customer,243.0,0.0,14.58,257.58,4,Shoes,South Carolina,email,mobile,standard,4
ORD_000467,2024-12-15 22:56:38.685384,completed,CUST_0151,new_customer,37.67,5.99,2.35,46.01,1,Bottoms,Massachusetts,google,mobile,standard,4
ORD_000485,2024-12-16 08:51:36.685384,completed,CUST_0025,returning_customer,197.56,0.0,12.84,210.4,4,Bottoms,Washington,google,mobile,standard,2
ORD_000620,2024-12-16 10:31:35.685384,completed,CUST_0123,returning_customer,180.41,0.0,15.79,196.2,3,Shoes,California,direct,desktop,standard,2
ORD_000231,2024-12-16 15:13:23.685384,completed,CUST_0089,new_customer,37.14,5.99,2.32,45.45,2,Accessories,Texas,direct,mobile,standard,3
ORD_000406,2024-12-16 21:22:15.685384,completed,CUST_0046,returning_customer,24.19,12.99,1.39,38.57,1,Tops,Ohio,direct,desktop,express,1
ORD_000310,2024-12-17 16:25:56.685384,completed,CUST_0112,returning_customer,163.64,0.0,10.23,173.87,2,Shoes,Illinois,google,mobile,express,1
ORD_000117,2024-12-18 19:10:19.685384,completed,CUST_0050,new_customer,327.27,0.0,19.64,346.91,4,Shoes,Pennsylvania,facebook,mobile,express,1
ORD_000288,2024-12-19 08:49:11.685384,completed,CUST_0096,returning_customer,159.23,0.0,10.56,169.79,2,Shoes,New Jersey,direct,mobile,express,1
ORD_000811,2024-12-19 10:15:51.685384,completed,CUST_0042,returning_customer,170.59,0.0,10.24,180.83,2,Shoes,Michigan,email,desktop,standard,2
ORD_000296,2024-12-19 20:12:16.685384,completed,CUST_0110,new_customer,210.36,0.0,11.15,221.51,5,Tops,Virginia,direct,tablet,standard,2
ORD_000265,2024-12-20 18:48:11.685384,completed,CUST_0037,returning_customer,39.86,5.99,3.49,49.34,1,Tops,California,facebook,mobile,standard,2
ORD_000807,2024-12-21 06:34:27.685384,pending,CUST_0106,returning_customer,256.91,0.0,16.06,272.97,5,Bottoms,Illinois,instagram,mobile,express,2
ORD_000245,2024-12-21 09:48:56.685384,completed,CUST_0036,returning_customer,159.1,0.0,0.0,159.1,2,Shoes,Oregon,instagram,mobile,standard,3
ORD_000043,2024-12-21 18:24:56.685384,completed,CUST_0018,returning_customer,105.36,0.0,8.43,113.79,3,Tops,New York,email,mobile,standard,2
ORD_000720,2024-12-22 15:10:29.685384,completed,CUST_0079,returning_customer,243.86,0.0,9.75,253.61,5,Bottoms,Alabama,direct,mobile,standard,2
ORD_000695,2024-12-22 18:03:27.685384,completed,CUST_0165,returning_customer,153.06,0.0,7.19,160.25,4,Tops,Utah,facebook,desktop,standard,5
ORD_000597,2024-12-22 22:07:23.685384,completed,CUST_0185,new_customer,24.11,5.99,1.21,31.31,1,Accessories,Wisconsin,google,desktop,standard,2
ORD_000301,2024-12-22 23:42:16.685384,completed,CUST_0112,new_customer,392.46,0.0,24.53,416.99,5,Shoes,Illinois,google,mobile,standard,3
ORD_000886,2024-12-24 02:41:52.685384,completed,CUST_0053,returning_customer,140.32,0.0,12.28,152.6,4,Tops,California,google,desktop,standard,3
ORD_000391,2024-12-24 08:27:17.685384,pending,CUST_0024,returning_customer,95.1,0.0,7.61,102.71,2,Tops,New York,direct,desktop,express,1
ORD_000093,2024-12-24 11:05:31.685384,completed,CUST_0041,new_customer,63.99,12.99,4.16,81.14,1,Bottoms,Washington,facebook,desktop,express,1
ORD_000458,2024-12-24 19:46:17.685384,completed,CUST_0092,returning_customer,26.97,24.99,2.36,54.32,1,Tops,California,instagram,mobile,overnight,1
ORD_000270,2024-12-24 20:57:19.685384,completed,CUST_0004,returning_customer,32.35,12.99,1.94,47.28,1,Tops,Maryland,instagram,tablet,express,2
ORD_000215,2024-12-25 21:04:19.685384,completed,CUST_0056,returning_customer,183.86,0.0,11.49,195.35,4,Bottoms,Texas,facebook,mobile,standard,2
ORD_000025,2024-12-25 21:08:57.685384,completed,CUST_0013,new_customer,326.03,0.0,26.08,352.11,4,Shoes,New York,instagram,mobile,express,1
ORD_000194,2024-12-26 07:03:02.685384,completed,CUST_0034,returning_customer,133.64,0.0,8.02,141.66,2,Shoes,Florida,google,mobile,express,1
ORD_000917,2024-12-26 12:11:38.685384,completed,CUST_0093,returning_customer,83.83,0.0,3.98,87.81,1,Shoes,North Carolina,facebook,mobile,express,1
ORD_000624,2024-12-26 17:40:44.685384,completed,CUST_0153,returning_customer,77.3,0.0,3.48,80.78,1,Shoes,Louisiana,google,mobile,standard,2
ORD_000644,2024-12-26 23:23:12.685384,completed,CUST_0099,returning_customer,81.85,0.0,6.55,88.4,3,Tops,New York,google,desktop,standard,3
ORD_000277,2024-12-27 04:44:43.685384,completed,CUST_0105,new_customer,62.65,12.99,3.92,79.56,3,Accessories,Texas,direct,mobile,express,1
ORD_000212,2024-12-27 13:24:12.685384,completed,CUST_0004,returning_customer,48.05,24.99,2.88,75.92,1,Tops,Maryland,instagram,mobile,overnight,1
ORD_000821,2024-12-28 15:25:40.685384,completed,CUST_0025,returning_customer,54.63,5.99,3.55,64.17,2,Accessories,Washington,facebook,mobile,standard,4
ORD_000180,2024-12-28 18:21:59.685384,completed,CUST_0059,returning_customer,111.27,0.0,8.9,120.17,2,Bottoms,New York,email,desktop,standard,3
ORD_000042,2024-12-29 08:08:38.685384,completed,CUST_0020,new_customer,43.71,5.99,2.73,52.43,1,Tops,Texas,google,desktop,standard,3
ORD_000986,2024-12-29 21:04:13.685384,refunded,CUST_0155,returning_customer,190.79,0.0,10.11,200.9,3,Bottoms,Virginia,google,mobile,express,1
ORD_000196,2024-12-29 23:25:29.685384,completed,CUST_0039,returning_customer,305.07,0.0,19.07,324.14,5,Bottoms,Texas,facebook,mobile,standard,3
ORD_000089,2024-12-30 02:03:23.685384,completed,CUST_0039,new_customer,65.76,5.99,4.11,75.86,2,Bottoms,Texas,facebook,mobile,standard,2
ORD_000083,2024-12-30 06:08:30.685384,completed,CUST_0014,returning_customer,107.96,0.0,8.64,116.6,2,Bottoms,New York,facebook,desktop,standard,2
ORD_000306,2024-12-31 04:40:33.685384,completed,CUST_0071,returning_customer,22.49,5.99,1.97,30.45,1,Tops,California,google,mobile,standard,3
ORD_000809,2024-12-31 21:22:46.685384,completed,CUST_0177,returning_customer,122.72,0.0,7.67,130.39,3,Accessories,Illinois,direct,mobile,standard,5
ORD_000951,2025-01-01 09:56:35.685384,completed,CUST_0115,returning_customer,378.92,0.0,10.99,389.91,5,Shoes,Colorado,facebook,desktop,express,1
ORD_000741,2025-01-01 18:01:46.685384,completed,CUST_0044,returning_customer,112.2,0.0,6.73,118.93,4,Accessories,Pennsylvania,google,mobile,express,2
ORD_000758,2025-01-01 20:24:29.685384,completed,CUST_0112,returning_customer,382.46,0.0,23.9,406.36,5,Shoes,Illinois,direct,mobile,standard,2
ORD_000976,2025-01-02 03:42:20.685384,completed,CUST_0040,returning_customer,39.51,5.99,2.09,47.59,1,Bottoms,Virginia,direct,mobile,standard,3
ORD_000787,2025-01-02 08:41:46.685384,completed,CUST_0046,returning_customer,44.17,5.99,2.76,52.92,1,Tops,Illinois,instagram,mobile,standard,3
ORD_000127,2025-01-02 11:14:42.685384,completed,CUST_0023,returning_customer,80.69,0.0,4.84,85.53,1,Shoes,Kentucky,instagram,mobile,express,1
ORD_000110,2025-01-02 14:02:48.685384,completed,CUST_0037,returning_customer,152.87,0.0,13.38,166.25,4,Tops,California,facebook,mobile,standard,4
ORD_000631,2025-01-02 21:49:55.685384,completed,CUST_0053,returning_customer,51.69,12.99,4.52,69.2,1,Tops,California,google,desktop,express,1
ORD_000987,2025-01-02 23:37:59.685384,completed,CUST_0223,returning_customer,30.0,5.99,2.4,38.39,2,Accessories,New York,direct,desktop,standard,2
ORD_000912,2025-01-03 10:05:41.685384,completed,CUST_0114,returning_customer,42.81,5.99,2.57,51.37,1,Bottoms,Florida,google,mobile,standard,3
ORD_000929,2025-01-04 17:45:01.685384,completed,CUST_0019,returning_customer,127.78,0.0,10.22,138.0,2,Shoes,New York,email,mobile,express,2
ORD_000190,2025-01-05 19:17:06.685384,completed,CUST_0038,returning_customer,38.15,12.99,2.38,53.52,1,Tops,Illinois,email,mobile,express,2
ORD_000652,2025-01-05 20:02:52.685384,completed,CUST_0174,returning_customer,72.88,5.99,4.56,83.43,2,Bottoms,Texas,instagram,mobile,standard,2
ORD_000771,2025-01-05 20:25:31.685384,completed,CUST_0231,new_customer,223.47,0.0,19.55,243.02,6,Tops,California,instagram,desktop,express,1
ORD_000569,2025-01-06 03:34:14.685384,completed,CUST_0111,returning_customer,23.67,5.99,1.54,31.2,1,Tops,Washington,facebook,mobile,standard,4
ORD_000444,2025-01-06 03:53:25.685384,completed,CUST_0146,new_customer,124.93,0.0,7.18,132.11,4,Accessories,Ohio,google,mobile,express,1
ORD_000874,2025-01-06 06:16:10.685384,completed,CUST_0037,returning_customer,164.52,0.0,14.4,178.92,4,Tops,California,facebook,mobile,express,1
ORD_000974,2025-01-06 08:31:23.685384,completed,CUST_0058,returning_customer,133.96,0.0,7.7,141.66,4,Tops,Ohio,direct,mobile,overnight,1
ORD_000770,2025-01-06 11:53:42.685384,completed,CUST_0194,returning_customer,61.14,5.99,3.67,70.8,2,Accessories,Florida,direct,mobile,standard,2
ORD_000100,2025-01-07 06:38:57.685384,completed,CUST_0043,new_customer,206.72,0.0,11.89,218.61,3,Shoes,Ohio,google,mobile,standard,2
ORD_000457,2025-01-07 16:13:58.685384,cancelled,CUST_0045,returning_customer,135.25,0.0,6.42,141.67,2,Shoes,North Carolina,google,desktop,standard,3
ORD_000555,2025-01-07 21:10:15.685384,refunded,CUST_0045,returning_customer,82.93,0.0,3.94,86.87,1,Shoes,North Carolina,instagram,mobile,standard,2
ORD_000793,2025-01-07 23:54:31.685384,completed,CUST_0115,returning_customer,76.21,0.0,2.21,78.42,2,Tops,Colorado,facebook,tablet,standard,4
ORD_000124,2025-01-08 10:00:48.685384,completed,CUST_0016,returning_customer,175.37,0.0,15.34,190.71,5,Bottoms,California,email,mobile,standard,3
ORD_000474,2025-01-08 18:13:25.685384,completed,CUST_0155,new_customer,74.87,5.99,3.97,84.83,1,Shoes,Virginia,google,mobile,standard,3
ORD_000213,2025-01-09 01:46:28.685384,completed,CUST_0057,returning_customer,150.9,0.0,9.43,160.33,4,Tops,Texas,facebook,mobile,express,1
ORD_000663,2025-01-09 21:50:41.685384,pending,CUST_0204,new_customer,32.82,5.99,1.54,40.35,1,Accessories,Utah,instagram,desktop,standard,3
ORD_000197,2025-01-09 23:43:55.685384,completed,CUST_0079,new_customer,119.99,0.0,4.8,124.79,3,Bottoms,Alabama,direct,mobile,express,1
ORD_000778,2025-01-10 00:06:25.685384,completed,CUST_0196,returning_customer,19.94,12.99,1.2,34.13,1,Accessories,Florida,direct,desktop,express,1
ORD_000510,2025-01-11 08:34:05.685384,completed,CUST_0093,returning_customer,129.14,0.0,8.07,137.21,3,Bottoms,Texas,facebook,desktop,standard,2
ORD_000607,2025-01-11 19:59:18.685384,completed,CUST_0067,returning_customer,65.17,5.99,3.45,74.61,3,Accessories,Virginia,google,desktop,standard,3
ORD_000289,2025-01-11 21:23:30.685384,completed,CUST_0103,returning_customer,15.0,5.99,0.86,21.85,1,Accessories,Ohio,direct,desktop,standard,4
ORD_000325,2025-01-12 04:18:33.685384,completed,CUST_0060,returning_customer,47.66,5.99,1.91,55.56,1,Bottoms,Alabama,facebook,mobile,standard,2
ORD_000776,2025-01-12 11:08:55.685384,completed,CUST_0061,returning_customer,93.12,0.0,5.59,98.71,2,Bottoms,Pennsylvania,email,desktop,express,2
ORD_000495,2025-01-12 16:35:04.685384,completed,CUST_0019,returning_customer,178.19,0.0,14.26,192.45,2,Shoes,New York,direct,mobile,standard,2
ORD_000443,2025-01-13 00:49:01.685384,completed,CUST_0145,new_customer,231.1,0.0,14.44,245.54,6,Tops,Texas,facebook,mobile,express,2
ORD_000026,2025-01-13 01:56:18.685384,completed,CUST_0009,returning_customer,260.61,0.0,15.64,276.25,4,Shoes,Florida,direct,mobile,express,1
ORD_000061,2025-01-14 22:53:29.685384,completed,CUST_0002,returning_customer,18.28,12.99,1.02,32.29,1,Tops,Arizona,instagram,mobile,express,1
ORD_000326,2025-01-14 23:13:17.685384,completed,CUST_0031,returning_customer,132.62,0.0,11.6,144.22,5,Accessories,California,direct,tablet,express,1
